molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL1092383,O=C(O)CN1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncc2)CC1,126.0,active
CHEMBL1091921,CC(=O)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncc2)CC1,68.0,active
CHEMBL1091922,O=C(CO)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncc2)CC1,111.0,active
CHEMBL1091923,COCC(=O)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncc2)CC1,71.0,active
CHEMBL1092246,CN(C)CC(=O)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncc2)CC1,80.0,active
CHEMBL1092722,CN1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1,48.0,active
CHEMBL1093007,OCCN1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1,35.0,active
CHEMBL1092906,CC(C)(CO)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1,184.0,active
CHEMBL1092907,CC(C)(O)CN1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1,88.0,active
CHEMBL1092001,Clc1ccc(-c2n[nH]c(C3CCN(C4CCOC4)CC3)c2-c2ccncn2)cc1,31.0,active
CHEMBL1092648,Clc1ccc(-c2n[nH]c(C3CCN(C4CCOCC4)CC3)c2-c2ccncn2)cc1,205.0,active
CHEMBL1089172,O[C@H]1CCC[C@@H]1N1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1,19.0,active
CHEMBL1093301,Clc1ccc(-c2n[nH]c(C3CCN(Cc4ccncc4)CC3)c2-c2ccncn2)cc1,47.0,active
CHEMBL1089173,CC(=O)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1,152.0,active
CHEMBL1090173,O=C(CO)N1CCC(c2n[nH]c(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1,110.0,active
CHEMBL1090174,COCC(=O)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1,94.0,active
CHEMBL1091912,CN(C)C(=O)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1,88.0,active
CHEMBL1088914,CS(=O)(=O)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1,198.0,active
CHEMBL1092901,CC(=O)N1CCC(c2[nH]nc(-c3ccc(F)cc3)c2-c2ccncc2)CC1,82.0,active
CHEMBL199247,O=C(NCCCn1cnc(-c2ccc(F)cc2)c1-c1ccncc1)c1ccccc1,46.0,active
CHEMBL1094013,CCCNc1nccc(-c2c(-c3ccc(F)cc3)nc3n2[C@H](Cc2ccc(OC)cc2)CC3)n1,54.0,active
CHEMBL1092764,CN(C)CCCC(=O)Nc1cc(C(=O)O)cc(-c2n[nH]c3cc(Nc4ccccc4Cl)ccc23)c1,903.0,active
CHEMBL1092754,Cn1cc(/C=C2\Oc3cccc(O)c3C2=O)c2c(-c3ccc(C(=O)NCCO)cc3)ccnc21,50.0,active
CHEMBL1090089,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC(CCO)CCO)nc21,14.0,active
CHEMBL1088750,CC(C)Cn1ncc2cc(Oc3ccc(F)cc3F)c(C(=O)NCCN(C)C)cc21,4.5,active
CHEMBL1213078,CONC(=O)c1ccc(C)c(Nc2nc(NCC3CCCC(CN)C3)nc(NC(C)C(C)(C)C)n2)c1,2.0,active
CHEMBL1213079,CONC(=O)c1ccc(C)c(Nc2nc(NCC3CCCC(CN)C3)nc(NC3CCCCC3)n2)c1,2.0,active
CHEMBL1213107,CONC(=O)c1ccc(C)c(Nc2nc(NCc3cccc(C)c3)nc(NC(C)C(C)(C)C)n2)c1,15.0,active
CHEMBL941,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,100000.0,inactive
CHEMBL1213922,CNC(=O)c1cc(Oc2ccc(NC(=O)c3ccc(CN4CCN(C)CC4)cc3)cc2)ccn1,100000.0,inactive
CHEMBL1213923,CN1CCN(Cc2ccc(C(=O)Nc3ccc(OCCN4CCOCC4)c4ccccc34)cc2)CC1,100000.0,inactive
CHEMBL1213924,Cc1ccc(NC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1,18.4,active
CHEMBL1213925,O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)Nc1ccc(OCCN2CCOCC2)c2ccccc12,1.0,active
CHEMBL1213973,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc1,189.3,active
CHEMBL1213974,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc(C)cc3)cc2)ccn1,1.0,active
CHEMBL1213975,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(CN4CCN(C)CC4)cc3)cc2)ccn1,100000.0,inactive
CHEMBL1213976,O=C(Nc1ccc(OCCN2CCOCC2)cc1)Nc1ccc(Cl)c(C(F)(F)F)c1,105.5,active
CHEMBL1242977,CNc1nccc(-c2cccnc2Oc2ccc(NC(=O)c3cccc(C(F)(F)F)c3)cc2C)n1,8000.0,intermediate
CHEMBL1254074,Cn1c(=O)c(Nc2ccc(F)cc2)cc2cnnc(-c3ccc(F)cc3F)c21,2.2,active
CHEMBL1254075,Cn1c(=O)c(Nc2ccc(F)cc2F)cc2cnnc(-c3ccc(F)cc3F)c21,0.9,active
CHEMBL1254167,Cn1c(=O)c(Nc2ccc(F)cn2)cc2cnnc(-c3ccc(F)cc3F)c21,328.0,active
CHEMBL1254168,Cn1c(=O)c(Nc2ncc(F)cc2F)cc2cnnc(-c3ccc(F)cc3F)c21,111.0,active
CHEMBL1253981,CN(c1ccc(F)cc1)c1cc2cnnc(-c3ccc(F)cc3F)c2n(C)c1=O,299.0,active
CHEMBL1253980,Cn1c(=O)c(Oc2ccc(F)cc2)cc2cnnc(-c3ccc(F)cc3F)c21,78.0,active
CHEMBL1253894,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnnc(-c3ccc(F)cc3F)c21,8.4,active
CHEMBL1253893,Cn1c(=O)c(Cc2ccc(F)cc2)cc2cnnc(-c3ccc(F)cc3F)c21,55.8,active
CHEMBL1253813,Cn1c(=O)c(Cc2ccc(F)cc2F)cc2cnnc(-c3ccc(F)cc3F)c21,6.1,active
CHEMBL1253812,Cc1ccc(C(=O)O)cc1-c1cc2cnnc(-c3ccc(F)cc3F)c2n(C)c1=O,1000.0,active
CHEMBL1255074,Cc1ccc(C(N)=O)cc1-c1cc2cnnc(-c3ccc(F)cc3F)c2n(C)c1=O,2.7,active
CHEMBL1255073,CNC(=O)c1ccc(C)c(-c2cc3cnnc(-c4ccc(F)cc4F)c3n(C)c2=O)c1,2.7,active
CHEMBL1254989,Cc1ccc(C(=O)NC2CC2)cc1-c1cc2cnnc(-c3ccc(F)cc3F)c2n(C)c1=O,2.7,active
CHEMBL1254988,Cc1ccc(C(=O)NC2(C)CC2)cc1-c1cc2cnnc(-c3ccc(F)cc3F)c2n(C)c1=O,3.1,active
CHEMBL1254901,Cc1c(F)cc(C(=O)NC2CC2)cc1-c1cc2cnnc(-c3ccc(F)cc3F)c2n(C)c1=O,1.4,active
CHEMBL1254900,Cn1c(=O)c(-c2cc(C(=O)NC3CC3)ccc2Cl)cc2cnnc(-c3ccc(F)cc3F)c21,2.6,active
CHEMBL1254572,Cc1cnc(C(=O)NC2CC2)cc1-c1cc2cnnc(-c3ccc(F)cc3F)c2n(C)c1=O,14.5,active
CHEMBL1254647,Cc1cnc(C(=O)NC2CC2)cc1-c1cc2cnnc(-c3ccccc3C)c2n(C)c1=O,2.7,active
CHEMBL1254648,Cc1cnc(C(=O)NC2CC2)cc1-c1cc2cnnc(-c3ccccc3Cl)c2n(C)c1=O,2.1,active
CHEMBL1254731,Cc1cnc(C(=O)NC2CC2)cc1-c1cc2cnnc(-c3ccccc3C(F)(F)F)c2n(C)c1=O,3.9,active
CHEMBL1254732,Cc1cnc(C(=O)NC2CC2)cc1-c1cc2cnnc(-c3ccc(F)cc3C)c2n(C)c1=O,3.1,active
CHEMBL1254814,Cc1cnc(C(=O)NC2CC2)cc1-c1cc2cnnc(-c3ccc(C(F)(F)F)cc3F)c2n(C)c1=O,2.9,active
CHEMBL1254815,Cc1cnc(C(=O)NC2CC2)cc1-c1cc2cnnc(-c3cc(F)ccc3Cl)c2n(C)c1=O,1.6,active
CHEMBL1254181,CCNC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)NCC)c(C)c23)c1,110.0,active
CHEMBL1254088,CCNC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)N[C@@H](C)c4ccccc4)c(C)c23)c1,65.0,active
CHEMBL1254087,CCNC(=O)c1cn2ncnc(Nc3cc(C(=O)NC)ccc3C)c2c1C,397.0,active
CHEMBL1254267,CCCNC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)NCCC)c(C)c23)c1,166.0,active
CHEMBL1254348,CCNC(=O)c1cn2ncnc(Nc3cc(C(=O)NC(C)C)ccc3C)c2c1C,259.0,active
CHEMBL1254349,CCCCNC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)NCC)c(C)c23)c1,1000.0,active
CHEMBL1254427,CCNC(=O)c1cn2ncnc(Nc3cc(C(=O)NCCOC)ccc3C)c2c1C,1000.0,active
CHEMBL1254428,CCNC(=O)c1cn2ncnc(Nc3cc(C(=O)NC4CC4)ccc3C)c2c1C,18.0,active
CHEMBL1254503,CCNC(=O)c1cn2ncnc(Nc3cc(C(=O)NC4CCC4)ccc3C)c2c1C,222.0,active
CHEMBL1254504,CNC(=O)c1cn2ncnc(Nc3cc(C(=O)NC4CC4)ccc3C)c2c1C,24.0,active
CHEMBL1230065,CCCNC(=O)c1cn2ncnc(Nc3cc(C(=O)NC4CC4)ccc3C)c2c1C,13.0,active
CHEMBL1254583,CCCCNC(=O)c1cn2ncnc(Nc3cc(C(=O)NC4CC4)ccc3C)c2c1C,10.0,active
CHEMBL1254661,Cc1ccc(C(=O)NC2CC2)cc1Nc1ncnn2cc(C(=O)N[C@@H](C)c3ccccc3)c(C)c12,12.0,active
CHEMBL1254662,CC[C@H](C)NC(=O)c1cn2ncnc(Nc3cc(C(=O)NC4CC4)ccc3C)c2c1C,27.0,active
CHEMBL1254744,COCCNC(=O)c1cn2ncnc(Nc3cc(C(=O)NC4CC4)ccc3C)c2c1C,31.0,active
CHEMBL1254745,Cc1ccc(C(=O)NC2CC2)cc1Nc1ncnn2cc(C(=O)N[C@@H](CO)c3ccccc3)c(C)c12,41.0,active
CHEMBL1254830,Cc1ccc(C(=O)Nc2ccccc2)cc1Nc1ncnn2cc(C(=O)N[C@@H](C)c3ccccc3)c(C)c12,50.0,active
CHEMBL1254831,CCNC(=O)c1cn2ncnc(Nc3cc(C(=O)Nc4nccs4)ccc3C)c2c1C,72.0,active
CHEMBL1254916,CCNC(=O)c1cn2ncnc(Nc3cc(C(=O)Nc4ncc(C)s4)ccc3C)c2c1C,1000.0,active
CHEMBL1254917,CCNC(=O)c1cn2ncnc(Nc3cc(C(=O)Nc4ncco4)ccc3C)c2c1C,35.0,active
CHEMBL1255004,CCNC(=O)c1cn2ncnc(Nc3cc(C(=O)Nc4ccon4)ccc3C)c2c1C,7.1,active
CHEMBL1230070,CCCNC(=O)c1cn2ncnc(Nc3cc(C(=O)Nc4ccon4)ccc3C)c2c1C,3.9,active
CHEMBL1257952,CCCNc1ncc(-c2cc(-c3ccccc3F)nc(N)n2)s1,225.0,active
CHEMBL1257953,CCCNc1ncc(-c2cc(-c3ccccc3F)nc(C)n2)s1,520.0,active
CHEMBL1257954,CCCNc1ncc(-c2cc(-c3ccccc3F)nc(C3CC3)n2)s1,1000.0,active
CHEMBL1258064,CCCNc1ncc(-c2ccnc(-c3ccccc3F)n2)s1,30000.0,inactive
CHEMBL1255811,CCCNc1ncc(-c2ccnc(C3CC3)n2)s1,1000.0,active
CHEMBL1258065,CCCNc1ncc(-c2ccnc(-c3ccccn3)n2)s1,314.0,active
CHEMBL1258066,CCCNc1ncc(-c2cc(-c3ccc(F)cc3)nc(-c3ccccn3)n2)s1,52.0,active
CHEMBL1258181,CCCNc1ncc(-c2cc(-c3ccccc3F)nc(-c3ccccn3)n2)s1,52.0,active
CHEMBL1258182,CCCNc1ncc(-c2cc(-c3ccccc3Cl)nc(-c3ccccn3)n2)s1,22.0,active
CHEMBL1258294,CCCNc1ncc(-c2cc(-c3ccccc3OCC)nc(-c3ccccn3)n2)s1,859.0,active
CHEMBL1258295,CCCNc1ncc(-c2cc(-c3ccc(F)cc3Cl)nc(-c3ccccn3)n2)s1,42.0,active
CHEMBL1258406,CCCNc1ncc(-c2cc(-c3ccc(OCC)cc3Cl)nc(-c3ccccn3)n2)s1,3940.0,intermediate
CHEMBL1258407,Nc1ncc(-c2cc(-c3ccccc3Cl)nc(-c3ccccn3)n2)s1,114.0,active
CHEMBL1258514,CCNc1ncc(-c2cc(-c3ccccc3Cl)nc(-c3ccccn3)n2)s1,17.0,active
CHEMBL1258515,Clc1ccccc1-c1cc(-c2cnc(NC3CC3)s2)nc(-c2ccccn2)n1,17.0,active
CHEMBL1258632,Clc1ccccc1-c1cc(-c2cnc(NC3CCC3)s2)nc(-c2ccccn2)n1,16.0,active
CHEMBL1258633,CC(C)Nc1ncc(-c2cc(-c3ccccc3Cl)nc(-c3ccccn3)n2)s1,4.0,active
CHEMBL1258741,CC[C@H](C)Nc1ncc(-c2cc(-c3ccccc3Cl)nc(-c3ccccn3)n2)s1,8.0,active
CHEMBL1258742,CC[C@@H](C)Nc1ncc(-c2cc(-c3ccccc3Cl)nc(-c3ccccn3)n2)s1,5.0,active
CHEMBL1258861,CC(C)Nc1ncc(-c2cc(-c3ccccc3Cl)ncn2)s1,46.0,active
CHEMBL1258862,CC(C)Nc1ncc(-c2cc(-c3ccccc3Cl)nc(N)n2)s1,16.0,active
CHEMBL1258863,CC(C)Nc1ncc(-c2cc(-c3ccccc3Cl)nc(N(C)C)n2)s1,573.0,active
CHEMBL1258976,CC(C)Nc1ncc(-c2cc(-c3ccccc3Cl)nc(NCCN(C)C)n2)s1,5.0,active
CHEMBL1258977,CC(C)Nc1ncc(-c2cc(-c3ccccc3Cl)nc(NCCO)n2)s1,8.0,active
CHEMBL1257244,CC(C)Nc1ncc(-c2cc(-c3ccccc3Cl)nc(NCC(O)CO)n2)s1,6.0,active
CHEMBL1257245,CNC(=O)NCc1ccccc1-c1cc(-c2cnc(NC(C)C)s2)nc(NCCN(C)C)n1,2.0,active
CHEMBL1230171,CCNC(=O)NCc1ccccc1-c1cc(-c2cnc(NC(C)C)s2)nc(NCCN(C)C)n1,7.0,active
CHEMBL1257366,CC(C)Nc1ncc(-c2cc(-c3ccccc3CNC(=O)NC3CC3)nc(NCCN(C)C)n2)s1,16.0,active
CHEMBL1257475,CC(C)Nc1ncc(-c2ccnc(-c3ccccc3Cl)n2)s1,223.0,active
CHEMBL1270655,Cn1[nH]c(=O)n(Cc2cccc(-n3nc(C(C)(C)C)cc3NC(=O)Nc3cccc4ccccc34)c2)c1=O,292.0,active
CHEMBL1269011,CC1(C)C(=O)NN(Cc2cccc(-n3nc(C(C)(C)C)cc3NC(=O)Nc3cccc4ccccc34)c2)C1=O,384.0,active
CHEMBL1270557,CC(C)(C)c1cc(NC(=O)Nc2ccc(Cl)cc2)n(-c2cccc(CNS(=O)(=O)NC(=O)N3CCCC3)c2)n1,1107.0,intermediate
CHEMBL1257218,CC(C)(C)c1cc(NC(=O)Nc2ccc(Cl)cc2)n(-c2cccc(CN3C(=O)CNS3(=O)=O)c2)n1,57.0,active
CHEMBL1269026,CC(C)(C)c1cc(NC(=O)Nc2ccc(Cl)cc2)n(-c2cccc(CCN)c2)n1,508.0,active
CHEMBL1270855,CNC(=O)CNC(=O)CNC(=O)c1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc3ccccc23)c1,949.0,active
CHEMBL1269405,CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(-c2cccc(C(=O)N3C(=O)OC[C@@H]3c3ccccc3)c2)n1,10000.0,inactive
CHEMBL1270956,CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(-c2cccc(CC(=O)N3CCOCC3)c2)n1,48.0,active
CHEMBL1270957,CC(C)(C)c1cc(NC(=O)Nc2ccc(Cl)cc2)n(-c2cccc(CC(N)=O)c2)n1,68.0,active
CHEMBL1271061,CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(-c2ccc(CN3CCS(=O)(=O)CC3)cc2)n1,2450.0,intermediate
CHEMBL1271062,CC(C)(C)c1cc(NC(=O)Nc2ccc(Cl)cc2)n(-c2ccc(CN)cc2)n1,1740.0,intermediate
CHEMBL1271167,CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(-c2ccc(CO)cc2)n1,27.0,active
CHEMBL1271168,CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(-c2ccc(CCC(=O)O)cc2)n1,50.0,active
CHEMBL1271268,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(-c2ccc(CC(=O)N3CCS(=O)(=O)CC3)cc2)n1,7.0,active
CHEMBL1271269,CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(-c2cccc(CC(N)=O)c2)n1,16.0,active
CHEMBL1271376,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(-c2cccc(CC(N)=O)c2)n1,9.0,active
CHEMBL1271377,NC(=O)Cc1cccc(-n2nc(-c3ccccc3)cc2NC(=O)Nc2cccc(Cl)c2Cl)c1,119.0,active
CHEMBL1269838,NC(=O)Cc1cccc(-n2nc(-c3ccccc3F)cc2NC(=O)Nc2cccc(Cl)c2Cl)c1,25.0,active
CHEMBL1269839,NC(=O)Cc1cccc(-n2nc(-c3cccs3)cc2NC(=O)Nc2cccc(Cl)c2Cl)c1,48.0,active
CHEMBL1269946,NC(=O)Cc1cccc(-n2nc(-c3ccsc3)cc2NC(=O)Nc2cccc(Cl)c2Cl)c1,15.0,active
CHEMBL1269947,NC(=O)Cc1cccc(-n2nc(C3CCCC3)cc2NC(=O)Nc2cccc(Cl)c2Cl)c1,5.0,active
CHEMBL1276179,CN1C[C@@H]2C[C@H]1CN2c1cc(F)c(-c2ccnc3c(-c4cccc5[nH]ncc45)c(-c4ccncc4)nn23)c(F)c1,145.0,active
CHEMBL1290288,CNC(=O)c1ccc(C)c(NC(=O)c2cnn(-c3ccccc3)c2N)c1,14.0,active
CHEMBL1290289,CCNC(=O)c1ccc(C)c(NC(=O)c2cnn(-c3ccccc3)c2N)c1,8.0,active
CHEMBL1290404,Cc1ccc(C(=O)NC2CC2)cc1NC(=O)c1cnn(-c2ccccc2)c1N,7.0,active
CHEMBL1290405,Cc1ccc(C(=O)Nc2ccnn2C)cc1NC(=O)c1cnn(-c2ccccc2)c1N,7.0,active
CHEMBL1290514,CCn1nccc1NC(=O)c1ccc(C)c(NC(=O)c2cnn(-c3ccccc3)c2N)c1,5.0,active
CHEMBL1234931,Cc1ccc(C(=O)Nc2ccon2)cc1NC(=O)c1cnn(-c2ccccc2)c1N,3.0,active
CHEMBL1290626,Cc1ccc(C(=O)Nc2ccon2)cc1NC(=O)c1cnn(-c2ccccn2)c1N,2.0,active
CHEMBL1290627,CCn1nccc1NC(=O)c1ccc(C)c(NC(=O)c2cnn(-c3ccccc3F)c2N)c1,3.0,active
CHEMBL1290745,Cc1ccc(C(=O)Nc2ccnn2C)cc1NC(=O)c1cnn(-c2ccccc2F)c1N,4.0,active
CHEMBL1290746,Cc1ccc(C(=O)Nc2ccon2)cc1NC(=O)c1cnn(-c2ccccc2F)c1N,2.0,active
CHEMBL1289077,CCn1nccc1NC(=O)c1ccc(C)c(NC(=O)c2cnn(-c3ccc(F)cc3)c2N)c1,2.0,active
CHEMBL1289078,Cc1ccc(C(=O)Nc2ccon2)cc1NC(=O)c1cnn(-c2ccc(F)cc2)c1N,2.0,active
CHEMBL1287825,CCCCn1ncc(C(=O)Nc2cc(C(=O)Nc3ccnn3C)ccc2C)c1N,7.0,active
CHEMBL1289197,CCCCn1ncc(C(=O)Nc2cc(C(=O)Nc3ccon3)ccc2C)c1N,2.0,active
CHEMBL1289308,CNc1c(C(=O)Nc2cc(C(=O)Nc3ccon3)ccc2C)cnn1-c1ccccc1,5.0,active
CHEMBL1289309,CCNC(=O)c1ccc(C)c(NC(=O)c2cnn(-c3ccccc3)c2NCC)c1,6.0,active
CHEMBL1289426,CCNc1c(C(=O)Nc2cc(C(=O)Nc3ccon3)ccc2C)cnn1-c1ccccn1,4.0,active
CHEMBL1289427,CCNc1c(C(=O)Nc2cc(C(=O)Nc3ccon3)ccc2C)cnn1-c1ccccc1C,5.0,active
CHEMBL437747,CCCn1c(C2CCNCC2)nc(-c2ccc(Cl)c(Cl)c2)c1-c1ccnc(NC2CCCCC2)n1,4.0,active
CHEMBL1688860,CN(C)Cc1cc(C(=O)N[C@@H]2CCc3ccc(Oc4ccnc5c4CCC(=O)N5)cc3C2)cc(C(F)(F)F)c1,91.0,active
CHEMBL1688861,CC(C)(N)c1cc(C(=O)N[C@@H]2CCc3ccc(Oc4ccnc5c4CCC(=O)N5)cc3C2)cc(C(F)(F)F)c1,42.0,active
CHEMBL1230122,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21,10.0,active
CHEMBL1766577,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC(CO)CO)nc21,158.0,active
CHEMBL1766578,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NCCS(C)(=O)=O)nc21,223.0,active
CHEMBL1766490,Cn1c(=O)c(-c2ccccc2Cl)cc2cnc(NC3CCOCC3)nc21,21.0,active
CHEMBL1232769,C[C@H](CS(C)(=O)=O)Nc1ncc2cc(Oc3ccc(F)cc3F)c(=O)n(C)c2n1,5.0,active
CHEMBL1232773,Cn1c(=O)c(Oc2ccccc2)cc2cnc(NC3CCOCC3)nc21,106.0,active
CHEMBL1230610,C[C@@H](CS(C)(=O)=O)Nc1ncc2cc(Oc3ccc(F)cc3F)c(=O)n(C)c2n1,50.0,active
CHEMBL1766491,Cn1c(=O)c(Oc2ccc(F)cc2)cc2cnc(NC3CCOCC3)nc21,14.0,active
CHEMBL1766579,CC(=O)N1CCC(Nc2ncc3cc(Oc4ccc(F)cc4F)c(=O)n(C)c3n2)CC1,1.0,active
CHEMBL1766492,Cn1c(=O)c(Oc2cccc(F)c2)cc2cnc(NC3CCOCC3)nc21,594.0,active
CHEMBL1766580,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(N[C@H]3CC[C@H](O)CC3)nc21,4.0,active
CHEMBL1766493,Cn1c(=O)c(Oc2ccccc2F)cc2cnc(NC3CCOCC3)nc21,15.0,active
CHEMBL1766581,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCS(=O)(=O)CC3)nc21,15.0,active
CHEMBL1766494,Cn1c(=O)c(Sc2ccccc2F)cc2cnc(NC3CCOCC3)nc21,111.0,active
CHEMBL1232784,C[C@@H](Cn1ncnn1)Nc1ncc2cc(Oc3ccc(F)cc3F)c(=O)n(C)c2n1,2.0,active
CHEMBL1766495,Cn1c(=O)c(Cc2ccccc2F)cc2cnc(NC3CCOCC3)nc21,42.0,active
CHEMBL1230351,C[C@H](Cn1ncnn1)Nc1ncc2cc(Oc3ccc(F)cc3F)c(=O)n(C)c2n1,11.0,active
CHEMBL1766496,Cn1c(=O)c(Cc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21,40.0,active
CHEMBL1766497,O=c1[nH]c2nc(NC3CCOCC3)ncc2cc1Oc1ccc(F)cc1F,18.0,active
CHEMBL1766498,CCn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21,1.0,active
CHEMBL1766499,O=c1c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc2n1C1CC1,9.0,active
CHEMBL1766500,O=c1c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc2n1CCCO,2.0,active
CHEMBL1766501,CS(=O)(=O)CCn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21,20.0,active
CHEMBL1766502,CS(=O)(=O)CCCn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21,6.0,active
CHEMBL1766503,O=c1c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc2n1C1CCS(=O)(=O)CC1,1.0,active
CHEMBL1766504,CC(C)(O)Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21,12.0,active
CHEMBL1766505,O=c1c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc2n1C[C@H](O)CO,7.0,active
CHEMBL1766506,N#CCn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21,2.0,active
CHEMBL1766572,CS(=O)(=O)N1CCC(n2c(=O)c(Oc3ccc(F)cc3F)cc3cnc(NC4CCOCC4)nc32)CC1,1.0,active
CHEMBL1766573,CNc1ncc2cc(Oc3ccc(F)cc3F)c(=O)n(C)c2n1,260.0,active
CHEMBL1232772,CC(C)Nc1ncc2cc(Oc3ccc(F)cc3F)c(=O)n(C)c2n1,4.0,active
CHEMBL1766574,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(N[C@H]3CCOC3)nc21,31.0,active
CHEMBL1766575,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NCC(C)(C)O)nc21,67.0,active
CHEMBL1766576,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC(C)(C)CO)nc21,25.0,active
CHEMBL1784928,CCOC(=O)c1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1,85.4,active
CHEMBL1785002,NC(=O)Cc1ccccc1Oc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,134.0,active
CHEMBL1785003,NC(=O)CCc1ccccc1Oc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,151.0,active
CHEMBL1785004,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccc(F)c(F)c3)n2)cc1,209.0,active
CHEMBL1785005,O=C(Oc1ccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)cc1)c1ccccc1,317.0,active
CHEMBL1785006,O=C(Cc1cccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)c1)NN1CCNCC1,453.0,active
CHEMBL1795687,Cc1ccc(C(=O)NCCO)cc1-n1cnc(OCc2ccc(F)cc2F)c(Br)c1=O,60.0,active
CHEMBL1795688,Cc1ccc(C(=O)NCCO)cc1-n1cnc(SCc2ccc(F)cc2F)c(Cl)c1=O,193.0,active
CHEMBL1088751,CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,1.05,active
CHEMBL1738710,Cc1ccc(C(=O)NCCO)cc1-n1cnc(OCc2ccc(F)cc2F)c(Cl)c1=O,12.0,active
