,hv,std.error,Label,,,,,,,,,,
474,0.004161268,0.605503449,Internal,,,,,,,,,,
475,0.000747287,1.114183353,Internal,,,,,,,,,,
476,0.001217183,1.569263942,Internal,,,,,,,,,,
477,0.000481443,0.188361266,Internal,,,,,,,,,,
478,0.001008588,-2.187045227,Internal,,,,,,,,,,
479,0.000591755,-0.095373053,Internal,,,,,,,,,,
480,0.000949089,0.583333416,Internal,,,,,,,,,,
481,0.000587558,-0.583112125,Internal,,,,,,,,,,
482,0.001024544,-0.510838208,Internal,,,,,,,,,,
483,0.002272536,0.259163376,Internal,,,,,,,,,,
484,0.000611298,-0.030379327,Internal,,,,,,,,,,
485,0.002826439,-0.882202076,Internal,,,,,,,,,,
486,0.003132998,-0.458123316,Internal,,,,,,,,,,
487,0.000458283,0.290389213,Internal,,,,,,,,,,
488,0.000965615,-0.021032317,Internal,,,,,,,,,,
489,0.002272536,1.224853845,Internal,,,,,,,,,,
490,0.000561628,2.179173825,Internal,,,,,,,,,,
491,0.000928653,-0.825171624,Internal,,,,,,,,,,
492,0.000830532,0.796439187,Internal,,,,,,,,,,
493,0.000807491,1.226480772,Internal,,,,,,,,,,
494,0.000563552,0.144613742,Internal,,,,,,,,,,
495,0.000656647,0.695846353,Internal,,,,,,,,,,
496,0.000534211,0.489410997,Internal,,,,,,,,,,
497,0.000462428,-0.07291285,Internal,,,,,,,,,,
498,0.000824721,0.378931913,Internal,,,,,,,,,,
499,0.001011571,2.311619034,Internal,,,,,,,,,,
500,0.000460136,0.147814102,Internal,,,,,,,,,,
501,0.001050309,-0.130824629,Internal,,,,,,,,,,
502,0.000500429,-0.045095432,Internal,,,,,,,,,,
503,0.000945376,0.695052704,Internal,,,,,,,,,,
504,0.000467645,-0.193440087,Internal,,,,,,,,,,
505,0.001495791,0.507198342,Internal,,,,,,,,,,
506,0.00073831,-0.244659634,Internal,,,,,,,,,,
507,0.000682144,-0.889734632,Internal,,,,,,,,,,
508,0.000520273,0.349069013,Internal,,,,,,,,,,
509,0.001078545,-0.916021151,Internal,,,,,,,,,,
510,0.000877089,-0.076966932,Internal,,,,,,,,,,
511,0.000834837,-0.388701517,Internal,,,,,,,,,,
512,0.000469629,0.26675459,Internal,,,,,,,,,,
513,0.000963696,1.239476922,Internal,,,,,,,,,,
514,0.000769232,-0.88845353,Internal,,,,,,,,,,
515,0.000644292,-0.187065733,Internal,,,,,,,,,,
516,0.000684359,0.142187816,Internal,,,,,,,,,,
517,0.000488352,-0.186397521,Internal,,,,,,,,,,
518,0.000501898,0.063345451,Internal,,,,,,,,,,
519,0.000720276,-0.770373589,Internal,,,,,,,,,,
520,0.000458408,-0.177838189,Internal,,,,,,,,,,
521,0.0004713,-0.162679441,Internal,,,,,,,,,,
522,0.000877089,-0.185018333,Internal,,,,,,,,,,
523,0.000928653,-0.703815485,Internal,,,,,,,,,,
524,0.000458027,-0.959658088,Internal,,,,,,,,,,
525,0.000477017,0.359400351,Internal,,,,,,,,,,
526,0.001024544,-0.182656887,Internal,,,,,,,,,,
527,0.001348116,0.96184162,Internal,,,,,,,,,,
528,0.001747155,-0.676750824,Internal,,,,,,,,,,
529,0.001697867,1.69611952,Internal,,,,,,,,,,
530,0.000459289,0.137670095,Internal,,,,,,,,,,
531,0.001645424,-1.10212996,Internal,,,,,,,,,,
532,0.000466181,0.120933881,Internal,,,,,,,,,,
533,0.000651527,-0.639957848,Internal,,,,,,,,,,
534,0.000640135,0.037303787,Internal,,,,,,,,,,
535,0.000483035,1.053764613,Internal,,,,,,,,,,
536,0.002272536,0.612059262,Internal,,,,,,,,,,
537,0.000478492,0.259001749,Internal,,,,,,,,,,
538,0.000458916,-0.018913733,Internal,,,,,,,,,,
539,0.000631045,-0.047636336,Internal,,,,,,,,,,
540,0.000682144,-0.042699408,Internal,,,,,,,,,,
541,0.000692676,-0.254485304,Internal,,,,,,,,,,
542,0.001296807,-0.371447296,Internal,,,,,,,,,,
543,0.000486851,-0.33175652,Internal,,,,,,,,,,
544,0.000668709,-0.050938921,Internal,,,,,,,,,,
545,0.000720276,-1.413058111,Internal,,,,,,,,,,
546,0.000503379,0.909562554,Internal,,,,,,,,,,
547,0.000636735,0.273287133,Internal,,,,,,,,,,
548,0.000762689,0.981403341,Internal,,,,,,,,,,
549,0.000854806,0.353303958,Internal,,,,,,,,,,
550,0.001227486,-0.40254981,Internal,,,,,,,,,,
551,0.000572297,-0.276342739,Internal,,,,,,,,,,
552,0.000524262,1.239007078,Internal,,,,,,,,,,
553,0.000459289,0.358101465,Internal,,,,,,,,,,
554,0.000457629,0.230571523,Internal,,,,,,,,,,
555,0.000481441,-0.168188383,Internal,,,,,,,,,,
556,0.000834837,0.090030887,Internal,,,,,,,,,,
557,0.000509286,-0.976700447,Internal,,,,,,,,,,
558,0.000924487,0.43671356,Internal,,,,,,,,,,
559,0.000473627,0.579115977,Internal,,,,,,,,,,
560,0.000605366,-0.10090345,Internal,,,,,,,,,,
561,0.000572297,-0.068101164,Internal,,,,,,,,,,
562,0.000965615,-0.127646098,Internal,,,,,,,,,,
563,0.000473447,0.639979974,Internal,,,,,,,,,,
564,0.000520737,-1.511521768,Internal,,,,,,,,,,
565,0.0004713,-0.049762232,Internal,,,,,,,,,,
566,0.000501898,-0.061047974,Internal,,,,,,,,,,
567,0.000627347,1.147654769,Internal,,,,,,,,,,
568,0.000459338,0.152339567,Internal,,,,,,,,,,
569,0.000834837,-0.721584846,Internal,,,,,,,,,,
570,0.000457461,0.021413404,Internal,,,,,,,,,,
571,0.00082727,-0.295124742,Internal,,,,,,,,,,
572,0.001078545,-0.131129306,Internal,,,,,,,,,,
573,0.000769232,-1.674438688,Internal,,,,,,,,,,
574,0.001227486,-0.090294294,Internal,,,,,,,,,,
575,0.000748057,-0.13981424,Internal,,,,,,,,,,
576,0.001296807,-0.805889666,Internal,,,,,,,,,,
577,0.000461753,0.323834809,Internal,,,,,,,,,,
578,0.000506343,-0.00930591,Internal,,,,,,,,,,
579,0.001078545,-0.251522921,Internal,,,,,,,,,,
580,0.000607311,0.178318723,Internal,,,,,,,,,,
581,0.000463363,0.864355465,Internal,,,,,,,,,,
582,0.000668709,1.895833952,Internal,,,,,,,,,,
583,0.000457629,0.462020408,Internal,,,,,,,,,,
584,0.000599965,0.375299711,Internal,,,,,,,,,,
585,0.001197429,-0.273174025,Internal,,,,,,,,,,
586,0.00073831,0.524128911,Internal,,,,,,,,,,
587,0.000492659,-0.221268643,Internal,,,,,,,,,,
588,0.000524262,1.075894147,Internal,,,,,,,,,,
589,0.000748645,-0.762790805,Internal,,,,,,,,,,
590,0.001112474,0.277644599,Internal,,,,,,,,,,
591,0.000457814,0.169241762,Internal,,,,,,,,,,
592,0.000790913,1.502650275,Internal,,,,,,,,,,
593,0.000890011,0.770488469,Internal,,,,,,,,,,
594,0.000459696,-0.39203066,Internal,,,,,,,,,,
595,0.000511305,0.747161525,Internal,,,,,,,,,,
596,0.002272536,0.591455573,Internal,,,,,,,,,,
597,0.000495553,-0.447056141,Internal,,,,,,,,,,
598,0.000461741,0.744648881,Internal,,,,,,,,,,
599,0.001434164,-0.985510481,Internal,,,,,,,,,,
600,0.001144427,-1.168355942,Internal,,,,,,,,,,
601,0.004161268,1.874198,Internal,,,,,,,,,,
602,0.001415481,0.334765702,Internal,,,,,,,,,,
603,0.000462737,0.82200795,Internal,,,,,,,,,,
604,0.000524262,0.409453945,Internal,,,,,,,,,,
605,0.000459338,0.0093787,Internal,,,,,,,,,,
606,0.000720276,-0.283288968,Internal,,,,,,,,,,
607,0.000524262,2.224146812,Internal,,,,,,,,,,
608,0.000520273,0.349069013,Internal,,,,,,,,,,
609,0.000477713,0.749096003,Internal,,,,,,,,,,
610,0.000590836,0.430569416,Internal,,,,,,,,,,
611,0.000775712,0.841790861,Internal,,,,,,,,,,
612,0.000581561,0.614626879,Internal,,,,,,,,,,
613,0.004161268,0.900652275,Internal,,,,,,,,,,
614,0.000684359,0.23259419,Internal,,,,,,,,,,
615,0.000906701,-1.159108106,Internal,,,,,,,,,,
616,0.000675812,0.254683531,Internal,,,,,,,,,,
617,0.00045858,-0.003082813,Internal,,,,,,,,,,
618,0.000528615,-0.006700798,Internal,,,,,,,,,,
619,0.002054439,-0.451098043,Internal,,,,,,,,,,
620,0.000611616,0.318225439,Internal,,,,,,,,,,
621,0.000501898,-0.549889373,Internal,,,,,,,,,,
622,0.000457532,-0.419784483,Internal,,,,,,,,,,
623,0.00082727,0.03195435,Internal,,,,,,,,,,
624,0.000782101,0.849437564,Internal,,,,,,,,,,
625,0.000513733,0.218496399,Internal,,,,,,,,,,
626,0.004161268,1.383685313,Internal,,,,,,,,,,
627,0.001144427,-0.750679754,Internal,,,,,,,,,,
628,0.001029471,0.700681003,Internal,,,,,,,,,,
629,0.001547871,-0.16661902,Internal,,,,,,,,,,
630,0.000769232,-0.324436415,Internal,,,,,,,,,,
631,0.001434164,-2.04505077,Internal,,,,,,,,,,
632,0.000457461,-0.154931257,Internal,,,,,,,,,,
633,0.000624112,0.116617119,Internal,,,,,,,,,,
634,0.000494586,-0.160104966,Internal,,,,,,,,,,
635,0.004161268,0.900652275,Internal,,,,,,,,,,
636,0.000559098,-1.181847725,Internal,,,,,,,,,,
637,0.001029471,0.700681003,Internal,,,,,,,,,,
638,0.000460136,0.075198479,Internal,,,,,,,,,,
639,0.000572297,-1.149817074,Internal,,,,,,,,,,
640,0.001298956,1.705208145,Internal,,,,,,,,,,
641,0.000834837,-0.388701517,Internal,,,,,,,,,,
642,0.00127287,1.506338719,Internal,,,,,,,,,,
643,0.001078545,-1.002650855,Internal,,,,,,,,,,
644,0.000560664,1.364084195,Internal,,,,,,,,,,
645,0.000928653,-0.757689334,Internal,,,,,,,,,,
646,0.000520737,-0.308265248,Internal,,,,,,,,,,
647,0.001227486,0.225281945,Internal,,,,,,,,,,
648,0.000499449,-0.142161866,Internal,,,,,,,,,,
649,0.000457532,-0.175176252,Internal,,,,,,,,,,
650,0.000928653,-0.703815485,Internal,,,,,,,,,,
651,0.001193418,1.584625342,Internal,,,,,,,,,,
652,0.001337254,-1.072976159,Internal,,,,,,,,,,
653,0.000533219,0.881396988,Internal,,,,,,,,,,
654,0.000535642,-1.290503119,Internal,,,,,,,,,,
655,0.000484715,-0.469389144,Internal,,,,,,,,,,
656,0.0006409,-1.678638452,Internal,,,,,,,,,,
657,0.000547597,-0.384817882,Internal,,,,,,,,,,
658,0.000860293,1.649111623,Internal,,,,,,,,,,
659,0.0008129,1.954331066,Internal,,,,,,,,,,
660,0.001393789,1.510112262,Internal,,,,,,,,,,
661,0.001245652,1.117357897,Internal,,,,,,,,,,
662,0.000624112,-1.148452398,Internal,,,,,,,,,,
663,0.000574984,0.482428309,Internal,,,,,,,,,,
664,0.000513733,-0.561713628,Internal,,,,,,,,,,
665,0.000483262,-0.36220435,Internal,,,,,,,,,,
666,0.001008588,-0.581247546,Internal,,,,,,,,,,
667,0.000769232,-0.607945837,Internal,,,,,,,,,,
668,0.001041453,-0.543991128,Internal,,,,,,,,,,
669,0.001348116,1.741039992,Internal,,,,,,,,,,
670,0.000636735,0.273287133,Internal,,,,,,,,,,
671,0.0004713,-0.194680768,Internal,,,,,,,,,,
672,0.000461632,-0.334917619,Internal,,,,,,,,,,
673,0.000626382,-0.257716335,Internal,,,,,,,,,,
674,0.001139589,0.372855817,Internal,,,,,,,,,,
675,0.000467389,-0.141647224,Internal,,,,,,,,,,
676,0.001041453,-0.543991128,Internal,,,,,,,,,,
677,0.000651527,-0.428934765,Internal,,,,,,,,,,
678,0.000684359,0.873521944,Internal,,,,,,,,,,
679,0.000805675,0.623125671,Internal,,,,,,,,,,
680,0.001337254,-0.467441754,Internal,,,,,,,,,,
681,0.000819958,-0.688970593,Internal,,,,,,,,,,
682,0.000465973,0.888633624,Internal,,,,,,,,,,
683,0.00087483,0.541251539,Internal,,,,,,,,,,
684,0.000459338,-0.415260069,Internal,,,,,,,,,,
685,0.000459289,0.205025334,Internal,,,,,,,,,,
686,0.000459946,0.129225082,Internal,,,,,,,,,,
687,0.000581561,0.614626879,Internal,,,,,,,,,,
688,0.000457474,0.486134118,Internal,,,,,,,,,,
689,0.000457468,1.163945896,Internal,,,,,,,,,,
690,0.000800801,0.205399305,Internal,,,,,,,,,,
691,0.00049689,-0.357539187,Internal,,,,,,,,,,
692,0.001050309,1.553021311,Internal,,,,,,,,,,
693,0.000574984,0.482428309,Internal,,,,,,,,,,
694,0.000462428,-0.340866319,Internal,,,,,,,,,,
695,0.00060087,1.94748241,Internal,,,,,,,,,,
696,0.000469629,1.704759824,Internal,,,,,,,,,,
697,0.000458072,0.365143215,Internal,,,,,,,,,,
698,0.002054439,-0.547776654,Internal,,,,,,,,,,
699,0.000507486,-0.519868257,Internal,,,,,,,,,,
700,0.000486851,-0.33175652,Internal,,,,,,,,,,
701,0.000572297,-0.068101164,Internal,,,,,,,,,,
702,0.000626382,-0.097689682,Internal,,,,,,,,,,
703,0.002272536,0.259163376,Internal,,,,,,,,,,
704,0.000819958,-0.6233384,Internal,,,,,,,,,,
705,0.000834837,-0.994119155,Internal,,,,,,,,,,
706,0.000626382,-0.097689682,Internal,,,,,,,,,,
707,0.000799429,-0.041202613,Internal,,,,,,,,,,
708,0.000489795,-0.068329873,Internal,,,,,,,,,,
709,0.004161268,2.495537083,Internal,,,,,,,,,,
710,0.000587558,-0.198976645,Internal,,,,,,,,,,
711,0.000769232,-0.225676175,Internal,,,,,,,,,,
712,0.000478492,-0.592613485,Internal,,,,,,,,,,
713,0.001382651,-0.079322876,Internal,,,,,,,,,,
714,0.000605366,-0.254777499,Internal,,,,,,,,,,
715,0.000655017,1.141375405,Internal,,,,,,,,,,
716,0.000459098,0.215156837,Internal,,,,,,,,,,
717,0.000579689,0.558312014,Internal,,,,,,,,,,
718,0.000728586,-0.565493122,Internal,,,,,,,,,,
719,0.000481443,0.425816962,Internal,,,,,,,,,,
720,0.000605366,-0.261704027,Internal,,,,,,,,,,
721,0.003132998,0.185074096,Internal,,,,,,,,,,
722,0.00046253,-0.137900225,Internal,,,,,,,,,,
723,0.002944296,1.586698572,Internal,,,,,,,,,,
724,0.001348116,0.96184162,Internal,,,,,,,,,,
725,0.002272536,1.012697377,Internal,,,,,,,,,,
726,0.000607311,0.178318723,Internal,,,,,,,,,,
727,0.000470404,0.002188485,Internal,,,,,,,,,,
728,0.001050309,1.947097967,Internal,,,,,,,,,,
729,0.001296807,-1.758200186,Internal,,,,,,,,,,
730,0.001050309,0.609475848,Internal,,,,,,,,,,
731,0.000458072,-0.019644687,Internal,,,,,,,,,,
732,0.001078545,-1.159968697,Internal,,,,,,,,,,
733,0.000711359,1.422389195,Internal,,,,,,,,,,
734,0.000689723,0.173733063,Internal,,,,,,,,,,
735,0.000940228,1.87186719,Internal,,,,,,,,,,
736,0.000504365,-0.220319009,Internal,,,,,,,,,,
737,0.000492394,-0.285855819,Internal,,,,,,,,,,
738,0.002272536,2.040668738,Internal,,,,,,,,,,
739,0.002321696,-0.594105285,Internal,,,,,,,,,,
740,0.004161268,0.425571459,Internal,,,,,,,,,,
741,0.000463363,-0.668552438,Internal,,,,,,,,,,
742,0.000466673,0.062066909,Internal,,,,,,,,,,
743,0.000466101,-0.336568219,Internal,,,,,,,,,,
744,0.000611616,0.726691728,Internal,,,,,,,,,,
745,0.001382651,-1.735190798,Internal,,,,,,,,,,
746,0.001078545,-0.861270563,Internal,,,,,,,,,,
747,0.00087483,0.212160362,Internal,,,,,,,,,,
748,0.001041453,-0.975322406,Internal,,,,,,,,,,
749,0.001393789,1.544061698,Internal,,,,,,,,,,
750,0.001169853,-1.135878804,Internal,,,,,,,,,,
751,0.000462428,-0.560419221,Internal,,,,,,,,,,
752,0.000965615,-0.97651254,Internal,,,,,,,,,,
753,0.000494586,-0.160104966,Internal,,,,,,,,,,
754,0.000576871,1.088498849,Internal,,,,,,,,,,
755,0.000520737,-0.028460055,Internal,,,,,,,,,,
756,0.000668709,0.229587204,Internal,,,,,,,,,,
757,0.000557877,-0.713505625,Internal,,,,,,,,,,
758,0.000675812,0.833484223,Internal,,,,,,,,,,
759,0.000568339,0.195749249,Internal,,,,,,,,,,
760,0.000459289,0.137670095,Internal,,,,,,,,,,
761,0.003586367,-3.186262951,Internal,,,,,,,,,,
762,0.000965944,0.683787637,Internal,,,,,,,,,,
763,0.002603926,1.400771868,Internal,,,,,,,,,,
764,0.000590836,0.430569416,Internal,,,,,,,,,,
765,0.002321696,-0.739047863,Internal,,,,,,,,,,
766,0.000859234,-0.306443299,Internal,,,,,,,,,,
767,0.000644292,0.285928896,Internal,,,,,,,,,,
768,0.000855357,1.992668625,Internal,,,,,,,,,,
769,0.000618665,0.70097423,Internal,,,,,,,,,,
770,0.001037424,1.378186939,Internal,,,,,,,,,,
771,0.000475837,-0.093193673,Internal,,,,,,,,,,
772,0.000585288,0.175699594,Internal,,,,,,,,,,
773,0.000824721,0.719905567,Internal,,,,,,,,,,
774,0.000612502,0.935686047,Internal,,,,,,,,,,
775,0.000457629,0.826056864,Internal,,,,,,,,,,
776,0.000613343,-1.062552739,Internal,,,,,,,,,,
777,0.001714188,-0.126206079,Internal,,,,,,,,,,
778,0.001227486,-0.090294294,Internal,,,,,,,,,,
779,0.000607164,0.90349812,Internal,,,,,,,,,,
780,0.000651527,-0.137934197,Internal,,,,,,,,,,
781,0.002272536,0.750068191,Internal,,,,,,,,,,
782,0.000484715,-0.350116894,Internal,,,,,,,,,,
783,0.001078545,-1.086236914,Internal,,,,,,,,,,
784,0.001050309,0.068540381,Internal,,,,,,,,,,
785,0.000928653,-0.514348451,Internal,,,,,,,,,,
786,0.000626485,1.269186794,Internal,,,,,,,,,,
787,0.000859234,-0.306443299,Internal,,,,,,,,,,
788,0.000587558,-0.354440243,Internal,,,,,,,,,,
789,0.000732802,0.77391465,Internal,,,,,,,,,,
790,0.001654184,0.630657117,Internal,,,,,,,,,,
791,0.000573093,0.623077312,Internal,,,,,,,,,,
792,0.000865724,0.37382154,Internal,,,,,,,,,,
793,0.000459946,-0.01766489,Internal,,,,,,,,,,
794,0.000769232,-0.25764876,Internal,,,,,,,,,,
795,0.000834837,-0.432873287,Internal,,,,,,,,,,
796,0.000621284,1.021614544,Internal,,,,,,,,,,
797,0.000494779,-0.267324861,Internal,,,,,,,,,,
798,0.000464726,-0.078340957,Internal,,,,,,,,,,
799,0.000547597,0.166803878,Internal,,,,,,,,,,
800,0.000457532,0.023411432,Internal,,,,,,,,,,
801,0.00087483,0.529879407,Internal,,,,,,,,,,
802,0.000582495,-0.208643968,Internal,,,,,,,,,,
803,0.000463985,0.230994227,Internal,,,,,,,,,,
804,0.00109898,-0.129124719,Internal,,,,,,,,,,
805,0.002603926,1.400771868,Internal,,,,,,,,,,
806,0.001848364,0.982326375,Internal,,,,,,,,,,
807,0.002076549,1.993430774,Internal,,,,,,,,,,
808,0.001415481,0.334765702,Internal,,,,,,,,,,
809,0.000467645,0.256190668,Internal,,,,,,,,,,
810,0.000572297,-0.221416373,Internal,,,,,,,,,,
811,0.000463506,-0.064840895,Internal,,,,,,,,,,
812,0.001050309,0.068540381,Internal,,,,,,,,,,
813,0.000965615,-0.127646098,Internal,,,,,,,,,,
814,0.000817661,1.105202464,Internal,,,,,,,,,,
815,0.001654184,0.630657117,Internal,,,,,,,,,,
816,0.000928653,-0.461188945,Internal,,,,,,,,,,
817,0.000462185,-0.018583081,Internal,,,,,,,,,,
818,0.000478765,-0.059476455,Internal,,,,,,,,,,
819,0.000802024,0.778089285,Internal,,,,,,,,,,
820,0.002272536,0.214760008,Internal,,,,,,,,,,
821,0.001187329,0.670577276,Internal,,,,,,,,,,
822,0.001357512,0.752887332,Internal,,,,,,,,,,
823,0.000805675,0.623125671,Internal,,,,,,,,,,
824,0.000917435,-0.726602148,Internal,,,,,,,,,,
825,0.004161268,0.642099475,Internal,,,,,,,,,,
826,0.000463506,0.059793078,Internal,,,,,,,,,,
827,0.001337254,-2.109906083,Internal,,,,,,,,,,
828,0.001296807,-0.689122473,Internal,,,,,,,,,,
829,0.000464726,-0.58690106,Internal,,,,,,,,,,
830,0.000463985,0.230994227,Internal,,,,,,,,,,
831,0.004161268,0.591232634,Internal,,,,,,,,,,
832,0.000467389,0.368582678,Internal,,,,,,,,,,
833,0.000720276,-1.453997491,Internal,,,,,,,,,,
834,0.000458916,-0.512605388,Internal,,,,,,,,,,
835,0.000485104,0.513783246,Internal,,,,,,,,,,
836,0.000753132,0.406133917,Internal,,,,,,,,,,
837,0.000469372,-0.246231787,Internal,,,,,,,,,,
838,0.000466673,-0.034945235,Internal,,,,,,,,,,
839,0.000699537,0.595971184,Internal,,,,,,,,,,
840,0.000534211,0.483887015,Internal,,,,,,,,,,
841,0.00082727,-0.15375738,Internal,,,,,,,,,,
842,0.000457532,-0.419784483,Internal,,,,,,,,,,
843,0.000461482,0.259548858,Internal,,,,,,,,,,
844,0.000710628,1.9721789,Internal,,,,,,,,,,
845,0.000568139,-0.71963152,Internal,,,,,,,,,,
846,0.001834489,0.958551156,Internal,,,,,,,,,,
847,0.000682144,-0.042699408,Internal,,,,,,,,,,
848,0.000466673,-0.668141541,Internal,,,,,,,,,,
849,0.002272536,0.208082594,Internal,,,,,,,,,,
850,0.000728586,-0.108039542,Internal,,,,,,,,,,
851,0.000834837,-1.687896405,Internal,,,,,,,,,,
852,0.001078545,-0.501111819,Internal,,,,,,,,,,
853,0.00051031,0.150133489,Internal,,,,,,,,,,
854,0.001231582,0.888294771,Internal,,,,,,,,,,
855,0.000488352,-0.56034542,Internal,,,,,,,,,,
856,0.000780766,-0.098179748,Internal,,,,,,,,,,
857,0.000528615,-0.006700798,Internal,,,,,,,,,,
858,0.004161268,3.066835954,Internal,,,,,,,,,,
859,0.000744096,-0.362752889,Internal,,,,,,,,,,
860,0.000492394,-0.349075545,Internal,,,,,,,,,,
861,0.000651527,0.162142628,Internal,,,,,,,,,,
862,0.001087677,-0.403250663,Internal,,,,,,,,,,
863,0.000682144,0.225577348,Internal,,,,,,,,,,
864,0.000534725,0.126106647,Internal,,,,,,,,,,
865,0.000478492,-0.541157362,Internal,,,,,,,,,,
866,0.000481132,0.316068281,Internal,,,,,,,,,,
867,0.001050309,1.174719019,Internal,,,,,,,,,,
868,0.000568339,0.195749249,Internal,,,,,,,,,,
869,0.000481132,0.316068281,Internal,,,,,,,,,,
870,0.00073831,-0.720976485,Internal,,,,,,,,,,
871,0.001382651,-0.552093047,Internal,,,,,,,,,,
872,0.000459173,-0.052492343,Internal,,,,,,,,,,
873,0.000626382,-0.896319368,Internal,,,,,,,,,,
874,0.000599965,0.243557022,Internal,,,,,,,,,,
875,0.000587558,-0.441778013,Internal,,,,,,,,,,
876,0.000488352,-0.56034542,Internal,,,,,,,,,,
877,0.000749323,0.73543194,Internal,,,,,,,,,,
878,0.000460658,-0.37722087,Internal,,,,,,,,,,
879,0.000484715,-0.520394263,Internal,,,,,,,,,,
880,0.001834489,0.958551156,Internal,,,,,,,,,,
881,0.000458072,-0.264043331,Internal,,,,,,,,,,
882,0.000682144,0.136706673,Internal,,,,,,,,,,
883,0.000869493,0.812477293,Internal,,,,,,,,,,
884,0.001050309,0.714309179,Internal,,,,,,,,,,
885,0.000458014,0.266789754,Internal,,,,,,,,,,
886,0.001337254,-1.072976159,Internal,,,,,,,,,,
887,0.00047446,0.16399192,Internal,,,,,,,,,,
888,0.004161268,0.354470438,Internal,,,,,,,,,,
889,0.000743119,-0.935332863,Internal,,,,,,,,,,
890,0.000572297,-0.235346412,Internal,,,,,,,,,,
891,0.000584452,0.984321768,Internal,,,,,,,,,,
892,0.000605366,0.028333601,Internal,,,,,,,,,,
893,0.000457629,0.158035963,Internal,,,,,,,,,,
894,0.001050309,0.714309179,Internal,,,,,,,,,,
895,0.000469372,-0.246231787,Internal,,,,,,,,,,
896,0.002272536,0.612059262,Internal,,,,,,,,,,
897,0.000528615,-0.032627069,Internal,,,,,,,,,,
898,0.000529242,-0.515117232,Internal,,,,,,,,,,
899,0.002272536,0.214760008,Internal,,,,,,,,,,
900,0.000587558,-0.13683982,Internal,,,,,,,,,,
901,0.000826471,0.988622043,Internal,,,,,,,,,,
902,0.000458408,0.1491299,Internal,,,,,,,,,,
903,0.000475303,-0.33561664,Internal,,,,,,,,,,
904,0.001245652,0.423025585,Internal,,,,,,,,,,
905,0.001834489,0.971076704,Internal,,,,,,,,,,
906,0.000728586,0.040970046,Internal,,,,,,,,,,
907,0.001078545,-0.251522921,Internal,,,,,,,,,,
908,0.000467389,0.368582678,Internal,,,,,,,,,,
909,0.000462428,0.305415881,Internal,,,,,,,,,,
910,0.000961673,-1.338370371,Internal,,,,,,,,,,
911,0.000553882,0.535532171,Internal,,,,,,,,,,
912,0.001197429,-0.935526023,Internal,,,,,,,,,,
913,0.000564512,-0.859587769,Internal,,,,,,,,,,
914,0.000596107,0.722021312,Internal,,,,,,,,,,
915,0.00087483,0.212160362,Internal,,,,,,,,,,
916,0.000507486,-0.125972744,Internal,,,,,,,,,,
917,0.000867989,-0.254103168,Internal,,,,,,,,,,
918,0.000605366,-0.373451008,Internal,,,,,,,,,,
919,0.000457461,-0.008041795,Internal,,,,,,,,,,
920,0.000478492,-0.447561238,Internal,,,,,,,,,,
921,0.000458283,0.290389213,Internal,,,,,,,,,,
922,0.000572297,-0.104349197,Internal,,,,,,,,,,
923,0.000458072,0.365143215,Internal,,,,,,,,,,
924,0.000587143,0.719496807,Internal,,,,,,,,,,
925,0.000460658,-0.198295001,Internal,,,,,,,,,,
926,0.000525258,0.234117699,Internal,,,,,,,,,,
927,0.000574039,-0.224893448,Internal,,,,,,,,,,
928,0.000468121,0.144113781,Internal,,,,,,,,,,
929,0.000744096,-0.362752889,Internal,,,,,,,,,,
930,0.000605366,-0.10090345,Internal,,,,,,,,,,
931,0.000793014,-1.271455989,Internal,,,,,,,,,,
932,0.000535203,0.182202747,Internal,,,,,,,,,,
933,0.000769232,-2.072975794,Internal,,,,,,,,,,
934,0.000466101,-0.168864171,Internal,,,,,,,,,,
935,0.000799429,-2.058622881,Internal,,,,,,,,,,
936,0.000458408,0.063546576,Internal,,,,,,,,,,
937,0.002337493,1.621789257,Internal,,,,,,,,,,
938,0.000651527,0.162142628,Internal,,,,,,,,,,
939,0.001078545,-0.515505033,Internal,,,,,,,,,,
940,0.001078545,-1.159968697,Internal,,,,,,,,,,
941,0.000651527,-0.635801092,Internal,,,,,,,,,,
942,0.000587558,-1.087173236,Internal,,,,,,,,,,
943,0.000587558,-0.120255019,Internal,,,,,,,,,,
944,0.00109898,-0.454247042,Internal,,,,,,,,,,
945,0.000769232,-0.399648318,Internal,,,,,,,,,,
946,0.002272536,0.612059262,Internal,,,,,,,,,,
947,0.000461482,-1.355628994,Internal,,,,,,,,,,
948,0.000670296,0.611127529,Internal,,,,,,,,,,
949,0.000742505,1.807542027,Internal,,,,,,,,,,
950,0.000501898,-0.473528322,Internal,,,,,,,,,,
951,0.000684359,0.142187816,Internal,,,,,,,,,,
952,0.000466673,0.062066909,Internal,,,,,,,,,,
953,0.000505353,1.06632973,Internal,,,,,,,,,,
954,0.000559098,-0.67792066,Internal,,,,,,,,,,
955,0.000461482,-0.035566977,Internal,,,,,,,,,,
956,0.000653381,1.218011567,Internal,,,,,,,,,,
957,0.0004713,-0.049762232,Internal,,,,,,,,,,
958,0.000476156,-0.206459514,Internal,,,,,,,,,,
959,0.000462428,-0.07291285,Internal,,,,,,,,,,
960,0.001050309,0.124170033,Internal,,,,,,,,,,
961,0.000574039,-0.224893448,Internal,,,,,,,,,,
962,0.000497497,0.757626733,Internal,,,,,,,,,,
963,0.000457814,0.760449162,Internal,,,,,,,,,,
